Date,Open,High,Low,Close,Adj Close,Volume
2021-09-15,0.128077,0.133175,0.127735,0.129980,0.129980,8953350
2021-09-16,0.129928,0.129928,0.126045,0.126179,0.126179,13548342
2021-09-17,0.126180,0.129422,0.101487,0.105201,0.105201,38793882
2021-09-18,0.105198,0.111802,0.103075,0.110326,0.110326,19112040
2021-09-19,0.110259,0.110750,0.101469,0.102057,0.102057,12725566
2021-09-20,0.101942,0.103894,0.089229,0.096549,0.096549,29355236
2021-09-21,0.097026,0.099274,0.078654,0.082579,0.082579,29111677
2021-09-22,0.082802,0.089955,0.081767,0.088134,0.088134,25701377
2021-09-23,0.088078,0.094023,0.085950,0.093887,0.093887,19026404
2021-09-24,0.094030,0.094030,0.081530,0.085037,0.085037,20705338
2021-09-25,0.085038,0.086419,0.083820,0.085250,0.085250,6984317
2021-09-26,0.085040,0.085053,0.080663,0.080789,0.080789,10241729
2021-09-27,0.080827,0.086644,0.080443,0.080622,0.080622,12730004
2021-09-28,0.080637,0.081852,0.075069,0.075439,0.075439,8530275
2021-09-29,0.075439,0.076956,0.073098,0.074001,0.074001,9162156
2021-09-30,0.074027,0.079316,0.073801,0.079006,0.079006,14204350
2021-10-01,0.079033,0.097580,0.078678,0.097058,0.097058,33562140
2021-10-02,0.096867,0.125705,0.096305,0.112571,0.112571,87781202
2021-10-03,0.112510,0.122531,0.107532,0.122487,0.122487,34878250
2021-10-04,0.122490,0.135871,0.111841,0.124863,0.124863,75282470
2021-10-05,0.125518,0.133107,0.121743,0.125272,0.125272,47138670
2021-10-06,0.125234,0.125500,0.107826,0.112203,0.112203,42280494
2021-10-07,0.112089,0.114344,0.103759,0.105345,0.105345,23534336
2021-10-08,0.105404,0.114515,0.104720,0.108813,0.108813,18158167
2021-10-09,0.108814,0.110078,0.103093,0.103093,0.103093,11608730
2021-10-10,0.103219,0.104008,0.095817,0.096024,0.096024,13079422
2021-10-11,0.096027,0.100776,0.090992,0.091255,0.091255,15288599
2021-10-12,0.091425,0.092525,0.087993,0.091925,0.091925,15774253
2021-10-13,0.091920,0.093540,0.090122,0.091359,0.091359,15019312
2021-10-14,0.091211,0.099671,0.091037,0.093724,0.093724,19095133
2021-10-15,0.093724,0.098461,0.092406,0.097256,0.097256,17048931
2021-10-16,0.097436,0.100887,0.093095,0.093218,0.093218,13738826
2021-10-17,0.093195,0.095228,0.089709,0.092245,0.092245,9457105
2021-10-18,0.092366,0.093359,0.089298,0.090455,0.090455,8379729
2021-10-19,0.090454,0.090764,0.088898,0.090154,0.090154,8695360
2021-10-20,0.090224,0.101428,0.089593,0.098886,0.098886,17158945
2021-10-21,0.098916,0.101578,0.088852,0.090909,0.090909,30074727
2021-10-22,0.090909,0.092450,0.086197,0.086617,0.086617,17769134
2021-10-23,0.086582,0.087269,0.084574,0.087071,0.087071,9751428
2021-10-24,0.087086,0.087110,0.081769,0.085384,0.085384,10895607
2021-10-25,0.085419,0.090027,0.084842,0.089722,0.089722,14922237
2021-10-26,0.089673,0.094670,0.089514,0.093138,0.093138,16370152
2021-10-27,0.093054,0.093313,0.083648,0.084084,0.084084,19677813
2021-10-28,0.084104,0.096061,0.083105,0.093891,0.093891,23965512
2021-10-29,0.093962,0.115821,0.093647,0.110676,0.110676,57860351
2021-10-30,0.110687,0.150443,0.110687,0.144179,0.144179,102377259
2021-10-31,0.144238,0.149830,0.119263,0.126108,0.126108,63385632
2021-11-01,0.126104,0.135475,0.120294,0.130021,0.130021,41283417
2021-11-02,0.130112,0.146405,0.129648,0.142146,0.142146,57189796
2021-11-03,0.142325,0.170801,0.139206,0.162952,0.162952,134563843
2021-11-04,0.163266,0.168777,0.147929,0.152287,0.152287,65548874
2021-11-05,0.152288,0.152288,0.139955,0.143024,0.143024,46140008
2021-11-06,0.143020,0.160201,0.141973,0.156582,0.156582,61414674
2021-11-07,0.156345,0.186422,0.155146,0.181842,0.181842,62493263
